PaymentID,OrderID,Amount,Currency,Method,Gateway,Status,AuthCode,FraudScore
PMT00021243,21243,108.9,INR,CARD,Stripe,Captured,296J5P3M,0.033
PMT00021244,21244,30.88,INR,UPI,Cashdesk,Captured,YJOEODWA,0.132
PMT00021245,21245,62.62,INR,CARD,Cashdesk,Captured,YJEDTQS3,0.058
PMT00021246,21246,56.13,INR,UPI,Razorpay,Captured,QQSS0B6I,0.073
PMT00021247,21247,41.16,INR,CARD,Razorpay,Captured,QP5G452Y,0.111
PMT00021248,21248,371.49,INR,CARD,PayU,Captured,MEGG9YQ2,0.085
PMT00021249,21249,164.2,INR,CARD,Cashdesk,Captured,4R4MMK4Q,0.125
PMT00021250,21250,25.23,INR,UPI,PayU,Captured,NVKN1X14,0.067
PMT00021251,21251,34.76,INR,UPI,PayU,Captured,WP8U86AC,0.116
PMT00021252,21252,73.12,INR,CARD,PayU,Captured,3ZVZ62CC,0.049
PMT00021253,21253,71.98,INR,CASH,Stripe,Captured,1LWSJBTR,0.2
PMT00021254,21254,33.24,INR,CARD,PayU,Pending,IX7KJF7B,0.117
PMT00021255,21255,31.28,INR,UPI,Razorpay,Captured,8QDWPSPP,0.167
PMT00021256,21256,126.48,INR,CARD,Cashdesk,Captured,CKEBPMBV,0.047
PMT00021257,21257,37.42,INR,CARD,Stripe,Captured,2DHTMF3V,0.085
PMT00021258,21258,30.11,INR,CARD,Stripe,Captured,1EKZLEH7,0.029
PMT00021259,21259,74.41,INR,UPI,Stripe,Captured,HAFYPWJC,0.053
PMT00021260,21260,94.85,INR,UPI,Stripe,Captured,NSY6G5W4,0.296
PMT00021261,21261,82.16,INR,CASH,PayU,Captured,WEOM6CBY,0.061
PMT00021262,21262,89.9,INR,CARD,Razorpay,Captured,HWJGVT7W,0.209
PMT00021263,21263,25.23,INR,CARD,PayU,Captured,L7PV3KOC,0.062
PMT00021264,21264,25.45,INR,CASH,Razorpay,Captured,OCL9HNL9,0.171
PMT00021265,21265,13.78,INR,UPI,Stripe,Captured,WWFF9DQU,0.119
PMT00021266,21266,57.26,INR,WALLET,Razorpay,Captured,3FFLAA3B,0.169
PMT00021267,21267,193.56,INR,CARD,Razorpay,Captured,TEE75RPZ,0.008
PMT00021268,21268,25.2,INR,CARD,PayU,Captured,3VTTIAKE,0.108
PMT00021269,21269,61.11,INR,UPI,Stripe,Captured,E3WHVDQU,0.12
PMT00021270,21270,80.08,INR,CARD,PayU,Captured,7S6W2QS1,0.049
PMT00021271,21271,70.98,INR,CASH,PayU,Captured,N9J6UJV6,0.13
PMT00021272,21272,14.05,INR,CARD,PayU,Captured,IM6VEOVY,0.043
PMT00021273,21273,49.19,INR,CARD,PayU,Captured,XMOG4890,0.023
PMT00021274,21274,423.9,INR,UPI,Stripe,Captured,H1K1GJVD,0.39
PMT00021275,21275,54.54,INR,WALLET,Cashdesk,Captured,IUP6WWK1,0.102
PMT00021276,21276,39.65,INR,UPI,Stripe,Captured,BDCA2DTO,0.072
PMT00021277,21277,105.44,INR,UPI,Cashdesk,Captured,25SQKDFY,0.129
PMT00021278,21278,50.42,INR,CASH,Razorpay,Captured,2PMTR53K,0.1
PMT00021279,21279,15.38,INR,CARD,Stripe,Captured,NLXJ7HIM,0.139
PMT00021280,21280,129.26,INR,WALLET,Stripe,Captured,W1D8A3DO,0.044
PMT00021281,21281,44.63,INR,CARD,PayU,Captured,UT96URRE,0.123
PMT00021282,21282,20.02,INR,CARD,Cashdesk,Captured,96PPRFF9,0.208
PMT00021283,21283,53.94,INR,CASH,Stripe,Captured,MUG3J1QE,0.035
PMT00021284,21284,29.65,INR,CARD,Razorpay,Captured,0NPPP2NV,0.094
PMT00021285,21285,123.71,INR,CARD,Cashdesk,Captured,2GAMSC81,0.104
PMT00021286,21286,40.73,INR,WALLET,Stripe,Captured,TPKLSKNN,0.052
PMT00021287,21287,126.98,INR,CARD,Razorpay,Captured,7HG6G2CC,0.057
PMT00021288,21288,36.03,INR,UPI,Razorpay,Captured,UM1QHC65,0.071
PMT00021289,21289,53.5,INR,CARD,PayU,Pending,IG5M1H6F,0.242
PMT00021290,21290,177.39,INR,UPI,PayU,Captured,VKMJ19NR,0.077
PMT00021291,21291,80.46,INR,UPI,PayU,Captured,VXKT6DNN,0.08
PMT00021292,21292,237.26,INR,UPI,PayU,Captured,W3KEGG1Z,0.09
PMT00021293,21293,89.9,INR,CARD,Cashdesk,Captured,OB9MOZTN,0.104
PMT00021294,21294,64.68,INR,UPI,Cashdesk,Captured,V8X898EI,0.271
PMT00021295,21295,69.18,INR,CASH,Cashdesk,Captured,95ZC2V0T,0.075
PMT00021296,21296,72.82,INR,CASH,PayU,Captured,WY2A1ITA,0.075
PMT00021297,21297,62.66,INR,CASH,Cashdesk,Captured,JWUHFNBQ,0.157
PMT00021298,21298,58.17,INR,CARD,Cashdesk,Captured,GPZ5BGBI,0.022
PMT00021299,21299,44.15,INR,UPI,Razorpay,Captured,8Y39YJ67,0.072
PMT00021300,21300,53.52,INR,CASH,Stripe,Captured,2ENH39WL,0.078
PMT00021301,21301,76.01,INR,CARD,Stripe,Pending,DXPRM7JP,0.07
PMT00021302,21302,57.6,INR,CARD,PayU,Captured,8ZHYB8H1,0.174
PMT00021303,21303,34.49,INR,UPI,PayU,Captured,MVCU7PSC,0.071
PMT00021304,21304,94.59,INR,CARD,Razorpay,Captured,X9W9GRJS,0.067
PMT00021305,21305,25.31,INR,UPI,PayU,Captured,8H2MN83T,0.208
PMT00021306,21306,65.02,INR,UPI,Stripe,Captured,4A0H197I,0.043
PMT00021307,21307,32.61,INR,UPI,PayU,Captured,EQQ7AEQA,0.062
PMT00021308,21308,59.2,INR,UPI,PayU,Captured,PU3DTWLF,0.089
PMT00021309,21309,67.68,INR,CARD,PayU,Captured,6GWM0LJA,0.043
PMT00021310,21310,222.72,INR,UPI,PayU,Captured,S4LI5SQI,0.289
PMT00021311,21311,98.78,INR,CARD,PayU,Captured,IX2E9VHU,0.119
PMT00021312,21312,12.01,INR,CARD,PayU,Captured,20413FLF,0.166
PMT00021313,21313,112.48,INR,CARD,Razorpay,Captured,C86BRDW4,0.111
PMT00021314,21314,59.17,INR,UPI,PayU,Captured,K01U9SYL,0.21
PMT00021315,21315,47.29,INR,WALLET,PayU,Captured,5JTQD2AE,0.04
PMT00021316,21316,73.57,INR,UPI,Razorpay,Captured,EPJJ5QRW,0.078
PMT00021317,21317,74.24,INR,CASH,Stripe,Captured,RXF8ODZE,0.114
PMT00021318,21318,87.07,INR,CARD,Razorpay,Captured,EHXC9MOY,0.149
PMT00021319,21319,26.16,INR,WALLET,PayU,Captured,QVCAZ4U2,0.118
PMT00021320,21320,33.24,INR,UPI,Razorpay,Captured,1NKQ1KQD,0.006
PMT00021321,21321,43.36,INR,UPI,Razorpay,Captured,KHC7AQW7,0.153
PMT00021322,21322,96.77,INR,CARD,Razorpay,Captured,7AIUGB1X,0.135
PMT00021323,21323,269.79,INR,CARD,Cashdesk,Captured,4M9Q1F5G,0.122
PMT00021324,21324,45.5,INR,WALLET,PayU,Captured,QF6TDUZ6,0.17
PMT00021325,21325,111.14,INR,UPI,Stripe,Captured,L99F8NX5,0.031
PMT00021326,21326,69.18,INR,WALLET,Cashdesk,Captured,6C8F6SU9,0.102
PMT00021327,21327,78.48,INR,CARD,PayU,Captured,GIXNVHLW,0.158
PMT00021328,21328,17.9,INR,CARD,Razorpay,Pending,I2IT7966,0.086
PMT00021329,21329,44.15,INR,WALLET,PayU,Captured,OCYOBQUT,0.178
PMT00021330,21330,73.91,INR,UPI,Razorpay,Captured,W71DDGKE,0.313
PMT00021331,21331,38.52,INR,UPI,PayU,Captured,K7HS8MFZ,0.035
PMT00021332,21332,84.51,INR,UPI,Stripe,Captured,KL0F4V4S,0.181
PMT00021333,21333,42.3,INR,CASH,Razorpay,Pending,NEJB46SG,0.178
PMT00021334,21334,27.18,INR,WALLET,Stripe,Captured,XBKLGKQR,0.078
PMT00021335,21335,111.28,INR,WALLET,Cashdesk,Captured,S905DBSQ,0.074
PMT00021336,21336,36.66,INR,CARD,Razorpay,Captured,FVUD1QVC,0.185
PMT00021337,21337,61.85,INR,UPI,Cashdesk,Captured,OCHW9G2V,0.238
PMT00021338,21338,45.83,INR,UPI,PayU,Captured,OZWKY1ND,0.072
PMT00021339,21339,39.83,INR,CARD,PayU,Captured,UQTAPCT7,0.51
PMT00021340,21340,62.08,INR,CASH,Cashdesk,Captured,X8ZO3HUH,0.118
PMT00021341,21341,13.78,INR,UPI,Razorpay,Captured,8EA685S5,0.048
PMT00021342,21342,36.23,INR,UPI,PayU,Captured,W0L7U5V4,0.053
PMT00021343,21343,124.56,INR,CASH,Cashdesk,Captured,RVAMGTED,0.004
PMT00021344,21344,47.38,INR,CASH,Razorpay,Captured,2H03RJY7,0.204
PMT00021345,21345,65.89,INR,CARD,Cashdesk,Captured,K9TQOBUQ,0.109
PMT00021346,21346,42.89,INR,CARD,Cashdesk,Captured,17PX2JKV,0.126
PMT00021347,21347,60.63,INR,CARD,Cashdesk,Captured,3YUU1DS4,0.019
PMT00021348,21348,64.34,INR,WALLET,Cashdesk,Captured,N0YN9YOX,0.014
PMT00021349,21349,53.82,INR,CARD,Cashdesk,Captured,PJV48H9U,0.093
PMT00021350,21350,61.11,INR,UPI,Razorpay,Captured,HJHS0D7J,0.114
PMT00021351,21351,86.17,INR,CARD,Cashdesk,Pending,BML4ASV1,0.204
PMT00021352,21352,48.44,INR,WALLET,PayU,Captured,7UX3L5D6,0.039
PMT00021353,21353,36.23,INR,UPI,Cashdesk,Captured,MX2JV7Y1,0.173
PMT00021354,21354,89.16,INR,UPI,Cashdesk,Captured,RJI54I0M,0.072
PMT00021355,21355,51.24,INR,CARD,PayU,Captured,AYBS4TEN,0.264
PMT00021356,21356,43.49,INR,CARD,Cashdesk,Captured,PV5DIRVX,0.138
PMT00021357,21357,128.52,INR,WALLET,Stripe,Captured,BUAXWPDN,0.11
PMT00021358,21358,18.84,INR,CARD,PayU,Captured,Q4SZAPLV,0.336
PMT00021359,21359,13.78,INR,UPI,Cashdesk,Captured,CQ7MDHUG,0.088
PMT00021360,21360,5.84,INR,CARD,PayU,Captured,2NPDCYDR,0.265
PMT00021361,21361,52.47,INR,CARD,Razorpay,Captured,CQGS66QJ,0.129
PMT00021362,21362,43.33,INR,CASH,PayU,Captured,GN37OJZ5,0.079
PMT00021363,21363,60.1,INR,CASH,Cashdesk,Captured,892JVB0A,0.102
PMT00021364,21364,134.12,INR,CARD,PayU,Captured,3M0OBZXC,0.164
PMT00021365,21365,32.42,INR,WALLET,Stripe,Captured,G2JLR8H7,0.018
PMT00021366,21366,95.91,INR,UPI,Razorpay,Captured,Z0Z7RULL,0.063
PMT00021367,21367,95.73,INR,CASH,Stripe,Captured,G63UDDS9,0.067
PMT00021368,21368,55.57,INR,CARD,Razorpay,Captured,Z4ZPM94R,0.171
PMT00021369,21369,47.29,INR,CARD,PayU,Captured,0LK6148S,0.086
PMT00021370,21370,319.65,INR,UPI,Razorpay,Captured,L7KA9B47,0.171
PMT00021371,21371,117.74,INR,CARD,PayU,Captured,QI3C3AD5,0.137
PMT00021372,21372,53.36,INR,CARD,Cashdesk,Captured,ZJNX3GXE,0.022
PMT00021373,21373,54.94,INR,UPI,Cashdesk,Captured,AD19T9FG,0.128
PMT00021374,21374,58.41,INR,CASH,Stripe,Captured,OICJ6Y49,0.095
PMT00021375,21375,58.05,INR,CARD,Cashdesk,Captured,GSP4HIVQ,0.208
PMT00021376,21376,54.84,INR,WALLET,Stripe,Captured,B9XNG9O2,0.08
PMT00021377,21377,33.52,INR,WALLET,Razorpay,Captured,8O5ED2WM,0.145
PMT00021378,21378,46.54,INR,CARD,Stripe,Captured,G45EDCT3,0.118
PMT00021379,21379,43.1,INR,CARD,Razorpay,Captured,AMGOYXQJ,0.05
PMT00021380,21380,55.46,INR,UPI,Stripe,Captured,2OUOWOJ3,0.129
PMT00021381,21381,21.07,INR,UPI,Stripe,Captured,VMJZIKL1,0.183
PMT00021382,21382,137.98,INR,CARD,Razorpay,Captured,O3389VIJ,0.061
PMT00021383,21383,80.08,INR,UPI,PayU,Captured,QJ4NEQSW,0.154
PMT00021384,21384,45.5,INR,CARD,PayU,Captured,O7F5I9BK,0.073
PMT00021385,21385,19.18,INR,UPI,PayU,Pending,YJGSUQWG,0.272
PMT00021386,21386,23.12,INR,CARD,Stripe,Captured,O8367RCD,0.065
PMT00021387,21387,55.17,INR,UPI,Cashdesk,Captured,OS76TXNW,0.279
PMT00021388,21388,111.68,INR,CARD,Stripe,Captured,TZGXIXK1,0.048
PMT00021389,21389,54.09,INR,CASH,Razorpay,Captured,WFOL5J1H,0.073
PMT00021390,21390,135.96,INR,CARD,Cashdesk,Captured,FJEPM54O,0.083
PMT00021391,21391,80.91,INR,WALLET,Cashdesk,Captured,4D5J9IHD,0.135
PMT00021392,21392,111.68,INR,CARD,Stripe,Captured,MODQGKUC,0.001
PMT00021393,21393,64.81,INR,CARD,Razorpay,Captured,578GBVZS,0.148
PMT00021394,21394,414.9,INR,UPI,Stripe,Captured,20UPOQGP,0.154
PMT00021395,21395,66.48,INR,UPI,Stripe,Pending,C4BDMSPO,0.114
PMT00021396,21396,92.77,INR,CARD,Stripe,Captured,SHPU86YT,0.069
PMT00021397,21397,67.02,INR,CASH,Cashdesk,Captured,9ELW8H1B,0.024
PMT00021398,21398,81.27,INR,CARD,Stripe,Captured,KVMN9WY2,0.104
PMT00021399,21399,99.6,INR,CARD,Razorpay,Captured,95NMS6AQ,0.081
PMT00021400,21400,134.56,INR,CARD,Cashdesk,Captured,3LQY0NW0,0.115
PMT00021401,21401,312.24,INR,CARD,PayU,Captured,PIFW6572,0.03
PMT00021402,21402,47.36,INR,WALLET,PayU,Captured,J0CWH1DD,0.12
PMT00021403,21403,65.17,INR,UPI,PayU,Captured,ISZ8H9PL,0.152
PMT00021404,21404,50.99,INR,WALLET,Cashdesk,Captured,NLWPMSCX,0.135
PMT00021405,21405,41.72,INR,CARD,PayU,Captured,IO0Z4IP8,0.117
PMT00021406,21406,87.21,INR,CARD,Stripe,Pending,0CWHRI1U,0.128
PMT00021407,21407,36.03,INR,CARD,Cashdesk,Captured,WBSR1NHR,0.21
PMT00021408,21408,25.42,INR,UPI,Razorpay,Captured,GDANIEA4,0.068
PMT00021409,21409,41.43,INR,CARD,Stripe,Captured,70QQUQDF,0.079
PMT00021410,21410,94.59,INR,UPI,Stripe,Captured,U5GFEE2G,0.043
PMT00021411,21411,55.56,INR,UPI,Cashdesk,Captured,SIPNRCDW,0.087
PMT00021412,21412,50.02,INR,UPI,Cashdesk,Captured,SMWVDZFK,0.084
PMT00021413,21413,53.97,INR,CARD,Razorpay,Captured,ZKSXKB8R,0.193
PMT00021414,21414,99.6,INR,WALLET,PayU,Captured,RE58KSL3,0.199
PMT00021415,21415,42.18,INR,CARD,Stripe,Captured,K4T8JEHR,0.15
PMT00021416,21416,62.82,INR,WALLET,PayU,Captured,96L4R1PZ,0.181
PMT00021417,21417,55.57,INR,CARD,PayU,Captured,BQDI506S,0.028
PMT00021418,21418,67.28,INR,UPI,Stripe,Pending,62BGZVLR,0.016
PMT00021419,21419,118.99,INR,UPI,PayU,Captured,XJ8OXJOM,0.076
PMT00021420,21420,12.07,INR,WALLET,Cashdesk,Captured,DYO1FO14,0.129
PMT00021421,21421,48.55,INR,CARD,Razorpay,Captured,DYJV7OH1,0.138
PMT00021422,21422,59.13,INR,WALLET,Razorpay,Captured,6LKV32PS,0.119
PMT00021423,21423,35.94,INR,UPI,Cashdesk,Captured,8GTKVQIH,0.077
PMT00021424,21424,32.68,INR,UPI,PayU,Captured,9BY7APHT,0.103
PMT00021425,21425,189.1,INR,CASH,PayU,Captured,Y276UFOZ,0.135
PMT00021426,21426,102.48,INR,CARD,Razorpay,Captured,DZGEEY24,0.123
PMT00021427,21427,38.13,INR,UPI,Razorpay,Captured,06UCCB5Y,0.016
PMT00021428,21428,14.57,INR,UPI,Stripe,Captured,NO2IGM6E,0.113
PMT00021429,21429,38.79,INR,CARD,Stripe,Captured,DCL90QY3,0.047
PMT00021430,21430,48.62,INR,WALLET,Stripe,Captured,3A4J3AW9,0.029
PMT00021431,21431,48.24,INR,WALLET,PayU,Pending,ECAUA65E,0.041
PMT00021432,21432,43.49,INR,CARD,Stripe,Captured,W9KMD40C,0.028
PMT00021433,21433,35.47,INR,WALLET,Cashdesk,Captured,OPYJQI8U,0.128
PMT00021434,21434,18.15,INR,WALLET,Stripe,Captured,H784540F,0.164
PMT00021435,21435,25.45,INR,CARD,Razorpay,Captured,WZEF3237,0.052
PMT00021436,21436,17.51,INR,CARD,Razorpay,Pending,N6HF1XRV,0.079
PMT00021437,21437,124.12,INR,UPI,Cashdesk,Captured,LYMS7295,0.111
PMT00021438,21438,15.84,INR,CASH,PayU,Captured,ITSEN6GW,0.186
PMT00021439,21439,36.62,INR,UPI,Razorpay,Captured,Z1V56BL4,0.127
PMT00021440,21440,82.84,INR,CARD,Stripe,Captured,6G5GXBXG,0.16
PMT00021441,21441,84.51,INR,CARD,Stripe,Captured,CAWU3AD7,0.014
PMT00021442,21442,97.65,INR,UPI,PayU,Captured,YKF8XBCA,0.282
PMT00021443,21443,52.65,INR,CASH,Stripe,Captured,EEZYZ91Z,0.206
PMT00021444,21444,72.21,INR,WALLET,Razorpay,Captured,VRS4GIY4,0.154
PMT00021445,21445,424.4,INR,CASH,PayU,Captured,VIWD71Q0,0.022
PMT00021446,21446,111.59,INR,CARD,Stripe,Captured,6AZMXL6Y,0.161
PMT00021447,21447,111.59,INR,UPI,PayU,Captured,F1LTU8KL,0.103
PMT00021448,21448,27.1,INR,UPI,Stripe,Captured,MOS00DPN,0.04
PMT00021449,21449,61.94,INR,CARD,Stripe,Captured,UCY1QOE4,0.143
PMT00021450,21450,34.45,INR,UPI,Cashdesk,Captured,D1PU2BG9,0.007
PMT00021451,21451,64.16,INR,CARD,Cashdesk,Captured,NPZYDMEY,0.021
PMT00021452,21452,148.94,INR,CARD,Cashdesk,Captured,0A4ZVX2L,0.112
PMT00021453,21453,23.12,INR,UPI,Cashdesk,Captured,G5ZI8ZVD,0.089
PMT00021454,21454,27.79,INR,WALLET,Cashdesk,Captured,GXZD0I8L,0.021
PMT00021455,21455,94.66,INR,CARD,Razorpay,Captured,7FL3EWVZ,0.016
PMT00021456,21456,133.8,INR,CARD,PayU,Captured,YXPSPT4L,0.19
PMT00021457,21457,22.08,INR,UPI,Razorpay,Captured,JVCECNEW,0.043
PMT00021458,21458,206.32,INR,UPI,PayU,Pending,JHSL4UBB,0.206
PMT00021459,21459,46.03,INR,WALLET,PayU,Captured,OUBBOIZU,0.065
PMT00021460,21460,247.15,INR,CASH,Razorpay,Captured,5J6WV6F2,0.054
PMT00021461,21461,105.44,INR,CARD,Cashdesk,Captured,E8CNZ17P,0.05
PMT00021462,21462,100.04,INR,UPI,PayU,Pending,BP8W91HZ,0.079
PMT00021463,21463,37.55,INR,CARD,Cashdesk,Captured,T2YN8ETU,0.162
PMT00021464,21464,144.1,INR,CARD,Razorpay,Captured,A02NA1FA,0.109
PMT00021465,21465,64.81,INR,WALLET,Razorpay,Captured,CMS4RMOM,0.145
PMT00021466,21466,22.26,INR,CARD,Stripe,Captured,17T3OF4K,0.082
PMT00021467,21467,72.82,INR,CARD,PayU,Captured,08XF2SN5,0.134
PMT00021468,21468,40.04,INR,CASH,Cashdesk,Captured,CMX1HMXQ,0.105
PMT00021469,21469,97.87,INR,WALLET,Stripe,Captured,WWU985J0,0.178
PMT00021470,21470,86.82,INR,CARD,Stripe,Captured,I7QHWWBB,0.152
PMT00021471,21471,415.95,INR,CARD,PayU,Captured,J2VD4BAI,0.035
PMT00021472,21472,65.71,INR,WALLET,Stripe,Pending,4MQVCC8P,0.096
PMT00021473,21473,51.58,INR,CASH,Stripe,Captured,RSS4Z0XQ,0.11
PMT00021474,21474,16.1,INR,CARD,Stripe,Captured,11AXUZKN,0.025
PMT00021475,21475,61.91,INR,CARD,Stripe,Captured,X2K2NKI0,0.134
PMT00021476,21476,44.06,INR,CARD,Stripe,Captured,AL3G8S70,0.112
PMT00021477,21477,82.56,INR,CARD,Cashdesk,Captured,ZTPN47EJ,0.135
PMT00021478,21478,171.12,INR,CARD,PayU,Pending,J385XNPX,0.04
PMT00021479,21479,70.14,INR,UPI,Cashdesk,Captured,MMQCUVUT,0.236
PMT00021480,21480,101.86,INR,UPI,PayU,Captured,4X4DA0YA,0.032
PMT00021481,21481,114.13,INR,UPI,PayU,Captured,JROMKN7Q,0.154
PMT00021482,21482,53.82,INR,UPI,Cashdesk,Captured,ZKIKGJJF,0.13
PMT00021483,21483,54.23,INR,CARD,Razorpay,Captured,AVWQ2TZB,0.07
PMT00021484,21484,85.4,INR,WALLET,Razorpay,Captured,G30CH2GC,0.284
PMT00021485,21485,63.8,INR,CASH,Razorpay,Captured,55TFPCO9,0.075
PMT00021486,21486,18.84,INR,UPI,Stripe,Captured,4MUPMUDA,0.09
PMT00021487,21487,60.26,INR,CARD,Stripe,Captured,NQIFVBAE,0.034
PMT00021488,21488,92.09,INR,UPI,PayU,Captured,F6Z4QGJ1,0.044
PMT00021489,21489,134.27,INR,UPI,PayU,Captured,R7O6D631,0.124
PMT00021490,21490,47.29,INR,UPI,Stripe,Captured,EG8QB2ZV,0.148
PMT00021491,21491,67.4,INR,CARD,Stripe,Captured,71P653CB,0.355
PMT00021492,21492,55.57,INR,CARD,Stripe,Captured,PI5RK5F2,0.387
PMT00021493,21493,56.05,INR,WALLET,Razorpay,Captured,V1209UOI,0.07
PMT00021494,21494,91.39,INR,UPI,Cashdesk,Captured,Y4QQMWEB,0.092
PMT00021495,21495,53.18,INR,CARD,PayU,Captured,9Z7KZEDE,0.068
PMT00021496,21496,15.84,INR,CARD,Razorpay,Captured,GA8MCPPZ,0.241
PMT00021497,21497,60.98,INR,CARD,Razorpay,Captured,0274LWKO,0.101
PMT00021498,21498,69.72,INR,WALLET,PayU,Captured,9QG5X1UW,0.186
PMT00021499,21499,111.59,INR,UPI,PayU,Captured,HFR5CC63,0.016
PMT00021500,21500,128.67,INR,CARD,PayU,Captured,XIRY7CGN,0.125
PMT00021501,21501,70.75,INR,CARD,Stripe,Captured,2706NSQL,0.166
PMT00021502,21502,80.28,INR,WALLET,PayU,Captured,NZNB17BO,0.103
PMT00021503,21503,17.28,INR,UPI,Razorpay,Captured,ZFXH0H92,0.254
PMT00021504,21504,56.26,INR,CARD,PayU,Captured,E1APZEWC,0.073
PMT00021505,21505,64.63,INR,UPI,Stripe,Captured,SV86UJ1J,0.191
PMT00021506,21506,64.63,INR,CASH,Cashdesk,Captured,QO38GGAM,0.206
PMT00021507,21507,81.85,INR,UPI,Cashdesk,Captured,JFP7QPPL,0.05
PMT00021508,21508,111.68,INR,UPI,PayU,Captured,SVP8XY14,0.075
PMT00021509,21509,50.52,INR,CARD,Razorpay,Captured,S7GCT8KU,0.044
PMT00021510,21510,128.96,INR,CARD,Cashdesk,Pending,Q2BQ4X4T,0.193
PMT00021511,21511,22.26,INR,CARD,Cashdesk,Captured,UY2PGM5E,0.026
PMT00021512,21512,123.71,INR,CARD,Stripe,Captured,TLEGY4M5,0.069
PMT00021513,21513,40.73,INR,UPI,Cashdesk,Captured,W8X69RUS,0.051
PMT00021514,21514,42.14,INR,WALLET,PayU,Captured,D6OBY3JH,0.209
PMT00021515,21515,35.94,INR,CASH,Razorpay,Captured,BYXNODR1,0.097
PMT00021516,21516,46.54,INR,CARD,Stripe,Pending,QCD5QV27,0.087
PMT00021517,21517,22.26,INR,CARD,PayU,Captured,O4UI2EV6,0.335
PMT00021518,21518,611.22,INR,WALLET,PayU,Captured,V76LUX3J,0.034
PMT00021519,21519,338.04,INR,CARD,Stripe,Captured,0RCPAQKP,0.19
PMT00021520,21520,31.39,INR,UPI,Stripe,Captured,0CCHR9HD,0.006
PMT00021521,21521,22.08,INR,CARD,Razorpay,Pending,5C5SLIXU,0.157
PMT00021522,21522,143.86,INR,UPI,Stripe,Captured,VWESV1B3,0.023
PMT00021523,21523,89.34,INR,CARD,Razorpay,Captured,VLNUM6BQ,0.211
PMT00021524,21524,77.78,INR,UPI,Cashdesk,Captured,RNHA8MS8,0.143
PMT00021525,21525,21.44,INR,UPI,Razorpay,Captured,4KH5NF20,0.208
PMT00021526,21526,21.45,INR,CARD,Razorpay,Captured,AAIZD130,0.099
PMT00021527,21527,124.12,INR,CARD,Razorpay,Captured,RAVT1YKR,0.135
PMT00021528,21528,30.86,INR,WALLET,Cashdesk,Captured,0N3LSZ0A,0.062
PMT00021529,21529,71.93,INR,CARD,PayU,Captured,8J6QJARO,0.042
PMT00021530,21530,74.47,INR,CARD,Stripe,Captured,DBD877QU,0.257
PMT00021531,21531,24.02,INR,WALLET,Stripe,Captured,ZJK2556F,0.124
PMT00021532,21532,30.28,INR,CASH,Stripe,Captured,6UVZJN3U,0.121
PMT00021533,21533,78.33,INR,CARD,Razorpay,Captured,45O61G8U,0.175
PMT00021534,21534,49.43,INR,CASH,Stripe,Captured,M64PI5T0,0.121
PMT00021535,21535,13.75,INR,UPI,Stripe,Captured,4CM9PMQN,0.11
PMT00021536,21536,65.17,INR,CARD,PayU,Captured,YJKD4HPN,0.187
PMT00021537,21537,252.21,INR,CARD,Razorpay,Captured,AGY2FSNJ,0.176
PMT00021538,21538,30.98,INR,UPI,Stripe,Captured,S0LXZ50K,0.037
PMT00021539,21539,44.15,INR,CARD,Stripe,Captured,NKPQ3MQG,0.062
PMT00021540,21540,34.45,INR,CARD,Cashdesk,Captured,1KB4SVZ7,0.116
PMT00021541,21541,157.0,INR,CARD,PayU,Captured,JEVYESLV,0.015
PMT00021542,21542,55.57,INR,CARD,Razorpay,Captured,JUEMZO1F,0.128
PMT00021543,21543,38.04,INR,CASH,PayU,Captured,28T8CVWC,0.149
PMT00021544,21544,30.11,INR,CARD,Cashdesk,Captured,VSW809O7,0.16
PMT00021545,21545,53.18,INR,WALLET,Razorpay,Captured,NAZHQB0Z,0.325
PMT00021546,21546,117.63,INR,CASH,Razorpay,Captured,JSEAL9RQ,0.235
PMT00021547,21547,257.92,INR,WALLET,Razorpay,Captured,X2IWHEMJ,0.269
PMT00021548,21548,237.72,INR,UPI,Razorpay,Captured,599PZPLR,0.045
PMT00021549,21549,78.7,INR,CASH,Stripe,Pending,GVF5HGEE,0.256
PMT00021550,21550,210.99,INR,CARD,Stripe,Captured,EPSN4N42,0.109
PMT00021551,21551,39.74,INR,CARD,Stripe,Captured,W1W791BU,0.026
PMT00021552,21552,39.74,INR,UPI,Razorpay,Captured,C2GS3DI1,0.006
PMT00021553,21553,124.12,INR,UPI,Cashdesk,Captured,23SJWAQF,0.067
PMT00021554,21554,25.62,INR,CARD,Cashdesk,Captured,P4M16HUN,0.073
PMT00021555,21555,13.78,INR,CARD,Cashdesk,Pending,TLJ2O445,0.066
PMT00021556,21556,12.07,INR,CARD,Cashdesk,Pending,HY1YZ7GN,0.062
PMT00021557,21557,34.62,INR,CARD,PayU,Captured,EW5C5X98,0.055
PMT00021558,21558,66.4,INR,CARD,Stripe,Captured,3HYCK3KF,0.206
PMT00021559,21559,107.0,INR,CARD,Razorpay,Captured,WXOX6TNB,0.081
PMT00021560,21560,53.5,INR,UPI,PayU,Pending,UX2UEMAM,0.233
PMT00021561,21561,183.1,INR,CARD,Cashdesk,Captured,WXUIKGU3,0.061
PMT00021562,21562,163.08,INR,WALLET,PayU,Captured,K6ORE0Y1,0.061
PMT00021563,21563,38.32,INR,CARD,PayU,Pending,O5JID5E1,0.104
PMT00021564,21564,157.0,INR,CARD,PayU,Captured,D501OVD4,0.065
